,Global_active_power,hour
2009-04-26,100.684,14
2009-04-26,120.712,15
2009-04-26,129.936,16
2009-04-26,132.442,17
2009-04-26,34.37,18
2009-04-26,40.51,19
2009-04-26,107.572,20
2009-04-26,61.484,21
2009-04-26,34.548,22
2009-04-26,28.402,23
2009-04-27,24.722,0
2009-04-27,24.402,1
2009-04-27,25.668,2
2009-04-27,53.354,3
2009-04-27,25.25,4
2009-04-27,23.814,5
2009-04-27,66.85,6
2009-04-27,128.944,7
2009-04-27,123.616,8
2009-04-27,100.004,9
2009-04-27,26.396,10
2009-04-27,21.806,11
2009-04-27,24.392,12
2009-04-27,24.726,13
2009-04-27,23.894000000000002,14
2009-04-27,25.262,15
2009-04-27,24.462,16
2009-04-27,71.164,17
2009-04-27,44.508,18
2009-04-27,66.224,19
2009-04-27,133.676,20
2009-04-27,173.176,21
2009-04-27,67.286,22
2009-04-27,28.032,23
2009-04-28,64.942,0
2009-04-28,25.258,1
2009-04-28,26.282,2
2009-04-28,52.788,3
2009-04-28,31.811999999999998,4
2009-04-28,26.692,5
2009-04-28,45.518,6
2009-04-28,135.2,7
2009-04-28,134.338,8
2009-04-28,125.606,9
2009-04-28,99.552,10
2009-04-28,89.378,11
2009-04-28,106.43599999999999,12
2009-04-28,116.79,13
2009-04-28,105.15599999999999,14
2009-04-28,27.154,15
2009-04-28,26.026,16
2009-04-28,27.258,17
2009-04-28,43.284,18
2009-04-28,85.042,19
2009-04-28,99.774,20
2009-04-28,90.128,21
2009-04-28,81.244,22
2009-04-28,40.728,23
2009-04-29,27.148,0
2009-04-29,23.886,1
2009-04-29,22.768,2
2009-04-29,26.086000000000002,3
2009-04-29,21.79,4
2009-04-29,24.794,5
2009-04-29,90.754,6
2009-04-29,126.288,7
2009-04-29,89.732,8
2009-04-29,79.942,9
2009-04-29,48.62,10
2009-04-29,119.434,11
2009-04-29,121.474,12
2009-04-29,95.01,13
2009-04-29,58.896,14
2009-04-29,32.328,15
2009-04-29,25.436,16
2009-04-29,56.264,17
2009-04-29,45.85,18
2009-04-29,92.104,19
2009-04-29,66.316,20
2009-04-29,141.106,21
2009-04-29,171.768,22
2009-04-29,56.886,23
2009-04-30,34.27,0
2009-04-30,32.466,1
2009-04-30,55.736,2
2009-04-30,24.812,3
2009-04-30,21.224,4
2009-04-30,25.626,5
2009-04-30,38.318,6
2009-04-30,122.658,7
2009-04-30,117.834,8
2009-04-30,118.634,9
2009-04-30,89.282,10
2009-04-30,85.748,11
2009-04-30,86.604,12
2009-04-30,88.81,13
2009-04-30,87.51,14
2009-04-30,36.892,15
2009-04-30,31.308,16
2009-04-30,57.482,17
2009-04-30,107.54599999999999,18
2009-04-30,105.976,19
2009-04-30,65.528,20
2009-04-30,88.636,21
2009-04-30,184.47,22
2009-04-30,127.392,23
2009-05-01,21.48,0
2009-05-01,24.744,1
2009-05-01,20.676,2
2009-05-01,20.812,3
2009-05-01,56.152,4
2009-05-01,20.432,5
2009-05-01,72.04,6
2009-05-01,141.932,7
2009-05-01,119.58,8
2009-05-01,86.63,9
2009-05-01,84.202,10
2009-05-01,88.3,11
2009-05-01,53.96,12
2009-05-01,19.701999999999998,13
2009-05-01,20.574,14
2009-05-01,21.122,15
2009-05-01,23.022,16
2009-05-01,31.794,17
2009-05-01,108.694,18
2009-05-01,150.814,19
2009-05-01,224.756,20
2009-05-01,139.036,21
2009-05-01,32.284,22
2009-05-01,21.262,23
2009-05-02,20.572,0
2009-05-02,68.708,1
2009-05-02,17.662,2
2009-05-02,34.082,3
2009-05-02,48.596,4
2009-05-02,16.412,5
2009-05-02,80.178,6
2009-05-02,101.822,7
2009-05-02,85.664,8
2009-05-02,90.396,9
2009-05-02,83.19,10
2009-05-02,80.47,11
2009-05-02,50.018,12
2009-05-02,90.806,13
2009-05-02,92.48400000000001,14
2009-05-02,34.176,15
2009-05-02,87.098,16
2009-05-02,69.198,17
2009-05-02,88.492,18
2009-05-02,115.484,19
2009-05-02,163.446,20
2009-05-02,42.458,21
2009-05-02,48.612,22
2009-05-02,39.064,23
2009-05-03,25.056,0
2009-05-03,24.644,1
2009-05-03,23.712,2
2009-05-03,23.424,3
2009-05-03,23.08,4
2009-05-03,60.412,5
2009-05-03,50.006,6
2009-05-03,142.47,7
2009-05-03,93.87,8
2009-05-03,86.512,9
2009-05-03,85.268,10
2009-05-03,85.354,11
2009-05-03,88.032,12
2009-05-03,85.288,13
2009-05-03,36.866,14
2009-05-03,23.204,15
2009-05-03,21.464,16
2009-05-03,30.562,17
2009-05-03,71.018,18
2009-05-03,126.138,19
2009-05-03,140.088,20
2009-05-03,39.87,21
2009-05-03,29.276,22
2009-05-03,26.198,23
2009-05-04,86.794,0
2009-05-04,22.59,1
2009-05-04,22.046,2
2009-05-04,23.48,3
2009-05-04,21.08,4
2009-05-04,23.574,5
2009-05-04,21.01,6
2009-05-04,89.458,7
2009-05-04,76.452,8
2009-05-04,55.656,9
2009-05-04,83.076,10
2009-05-04,143.158,11
2009-05-04,167.05,12
2009-05-04,67.422,13
2009-05-04,25.57,14
2009-05-04,19.974,15
2009-05-04,23.006,16
2009-05-04,52.141999999999996,17
2009-05-04,45.153999999999996,18
2009-05-04,50.788000000000004,19
2009-05-04,131.008,20
2009-05-04,75.57,21
2009-05-04,26.216,22
2009-05-04,23.442,23
2009-05-05,21.598,0
2009-05-05,22.816,1
2009-05-05,20.388,2
2009-05-05,18.818,3
2009-05-05,22.788,4
2009-05-05,19.204,5
2009-05-05,54.926,6
2009-05-05,128.802,7
2009-05-05,104.02199999999999,8
2009-05-05,112.648,9
2009-05-05,90.082,10
2009-05-05,90.416,11
2009-05-05,92.634,12
2009-05-05,172.082,13
2009-05-05,123.44,14
2009-05-05,33.438,15
2009-05-05,28.46,16
2009-05-05,25.156,17
2009-05-05,47.836,18
2009-05-05,118.46000000000001,19
2009-05-05,71.67,20
2009-05-05,162.672,21
2009-05-05,116.096,22
2009-05-05,33.022,23
2009-05-06,28.740000000000002,0
2009-05-06,63.706,1
2009-05-06,25.218,2
2009-05-06,19.69,3
2009-05-06,17.298,4
2009-05-06,19.666,5
2009-05-06,64.33,6
2009-05-06,95.8,7
2009-05-06,85.826,8
2009-05-06,77.622,9
2009-05-06,82.972,10
2009-05-06,77.334,11
2009-05-06,83.636,12
2009-05-06,78.974,13
2009-05-06,83.764,14
2009-05-06,35.15,15
2009-05-06,24.272,16
2009-05-06,22.628,17
2009-05-06,25.108,18
2009-05-06,94.254,19
2009-05-06,33.252,20
2009-05-06,47.717999999999996,21
2009-05-06,24.208000000000002,22
2009-05-06,19.194,23
2009-05-07,80.39399999999999,0
2009-05-07,107.812,1
2009-05-07,28.562,2
2009-05-07,24.402,3
2009-05-07,22.512,4
2009-05-07,26.602,5
2009-05-07,24.32,6
2009-05-07,20.524,7
2009-05-07,37.782,8
2009-05-07,121.39,9
2009-05-07,38.606,10
2009-05-07,60.142,11
2009-05-07,50.76,12
2009-05-07,99.934,13
2009-05-07,78.622,14
2009-05-07,40.078,15
2009-05-07,54.24,16
2009-05-07,45.602,17
2009-05-07,28.012,18
2009-05-07,143.986,19
2009-05-07,72.758,20
2009-05-07,112.032,21
2009-05-07,68.928,22
2009-05-07,22.736,23
2009-05-08,16.696,0
2009-05-08,18.552,1
2009-05-08,14.762,2
2009-05-08,16.212,3
2009-05-08,64.012,4
2009-05-08,27.068,5
2009-05-08,16.884,6
2009-05-08,16.924,7
2009-05-08,15.454,8
2009-05-08,14.944,9
2009-05-08,18.872,10
2009-05-08,17.326,11
2009-05-08,16.564,12
2009-05-08,13.882,13
2009-05-08,16.402,14
2009-05-08,20.574,15
2009-05-08,72.664,16
2009-05-08,17.312,17
2009-05-08,18.288,18
2009-05-08,13.49,19
2009-05-08,19.052,20
2009-05-08,15.65,21
2009-05-08,19.614,22
2009-05-08,17.454,23
2009-05-09,15.722,0
2009-05-09,21.434,1
2009-05-09,17.524,2
2009-05-09,20.99,3
2009-05-09,18.796,4
2009-05-09,60.838,5
2009-05-09,37.816,6
2009-05-09,103.696,7
2009-05-09,89.256,8
2009-05-09,84.194,9
2009-05-09,65.69200000000001,10
2009-05-09,122.544,11
2009-05-09,129.994,12
2009-05-09,105.906,13
2009-05-09,106.132,14
2009-05-09,85.128,15
2009-05-09,37.354,16
2009-05-09,86.898,17
2009-05-09,71.944,18
2009-05-09,97.648,19
2009-05-09,28.324,20
2009-05-09,38.6,21
2009-05-09,34.062,22
2009-05-09,33.374,23
2009-05-10,20.584,0
2009-05-10,22.28,1
2009-05-10,21.588,2
2009-05-10,17.292,3
2009-05-10,24.304000000000002,4
2009-05-10,19.972,5
2009-05-10,51.452,6
2009-05-10,125.34,7
2009-05-10,86.258,8
2009-05-10,84.662,9
2009-05-10,81.762,10
2009-05-10,70.658,11
2009-05-10,19.404,12
2009-05-10,22.604,13
2009-05-10,20.444,14
2009-05-10,18.378,15
2009-05-10,21.89,16
2009-05-10,25.544,17
2009-05-10,55.268,18
2009-05-10,56.616,19
2009-05-10,146.39,20
2009-05-10,119.516,21
2009-05-10,87.206,22
2009-05-10,56.11,23
2009-05-11,21.746,0
2009-05-11,20.244,1
2009-05-11,51.312,2
2009-05-11,26.592,3
2009-05-11,22.418,4
2009-05-11,20.672,5
2009-05-11,37.688,6
2009-05-11,97.594,7
2009-05-11,110.596,8
2009-05-11,81.918,9
2009-05-11,88.496,10
2009-05-11,64.94200000000001,11
2009-05-11,38.378,12
2009-05-11,26.068,13
2009-05-11,26.274,14
2009-05-11,39.26,15
2009-05-11,29.012,16
2009-05-11,23.158,17
2009-05-11,101.89399999999999,18
2009-05-11,149.81,19
2009-05-11,214.36599999999999,20
2009-05-11,135.11599999999999,21
2009-05-11,113.608,22
2009-05-11,19.304,23
2009-05-12,23.518,0
2009-05-12,26.466,1
2009-05-12,22.648,2
2009-05-12,56.238,3
2009-05-12,26.326,4
2009-05-12,24.602,5
2009-05-12,36.644,6
2009-05-12,164.154,7
2009-05-12,130.052,8
2009-05-12,87.99,9
2009-05-12,53.226,10
2009-05-12,64.112,11
2009-05-12,93.756,12
2009-05-12,32.924,13
2009-05-12,37.144,14
2009-05-12,41.647999999999996,15
2009-05-12,77.956,16
2009-05-12,183.666,17
2009-05-12,221.988,18
2009-05-12,239.94,19
2009-05-12,190.702,20
2009-05-12,194.544,21
2009-05-12,139.132,22
2009-05-12,182.386,23
2009-05-13,30.664,0
2009-05-13,26.294,1
2009-05-13,24.958,2
2009-05-13,25.662,3
2009-05-13,25.63,4
2009-05-13,25.39,5
2009-05-13,24.186,6
2009-05-13,60.888,7
2009-05-13,110.098,8
2009-05-13,99.938,9
2009-05-13,103.526,10
2009-05-13,90.188,11
2009-05-13,39.866,12
2009-05-13,25.178,13
2009-05-13,25.028,14
2009-05-13,24.35,15
2009-05-13,26.45,16
2009-05-13,22.802,17
2009-05-13,27.59,18
2009-05-13,43.732,19
2009-05-13,61.04,20
2009-05-13,143.214,21
2009-05-13,111.398,22
2009-05-13,48.328,23
2009-05-14,52.816,0
2009-05-14,26.686,1
2009-05-14,22.958,2
2009-05-14,18.8,3
2009-05-14,22.052,4
2009-05-14,18.672,5
2009-05-14,68.264,6
2009-05-14,87.64,7
2009-05-14,95.212,8
2009-05-14,83.662,9
2009-05-14,110.124,10
2009-05-14,55.14,11
2009-05-14,32.97,12
2009-05-14,17.02,13
2009-05-14,22.844,14
2009-05-14,18.086000000000002,15
2009-05-14,21.954,16
2009-05-14,17.6,17
2009-05-14,72.694,18
2009-05-14,148.64,19
2009-05-14,191.02,20
2009-05-14,210.232,21
2009-05-14,168.0,22
2009-05-14,23.898,23
2009-05-15,24.56,0
2009-05-15,23.106,1
2009-05-15,21.452,2
2009-05-15,21.934,3
2009-05-15,22.4,4
2009-05-15,21.414,5
2009-05-15,79.012,6
2009-05-15,124.828,7
2009-05-15,139.328,8
2009-05-15,103.598,9
2009-05-15,85.862,10
2009-05-15,79.874,11
2009-05-15,54.76,12
2009-05-15,18.324,13
2009-05-15,24.03,14
2009-05-15,32.152,15
2009-05-15,48.77,16
2009-05-15,74.954,17
2009-05-15,94.416,18
2009-05-15,90.474,19
2009-05-15,88.118,20
2009-05-15,76.952,21
2009-05-15,46.594,22
2009-05-15,25.314,23
2009-05-16,19.476,0
2009-05-16,23.986,1
2009-05-16,53.628,2
2009-05-16,13.16,3
2009-05-16,13.644,4
2009-05-16,15.07,5
2009-05-16,14.288,6
2009-05-16,20.962,7
2009-05-16,108.492,8
2009-05-16,120.186,9
2009-05-16,88.964,10
2009-05-16,154.258,11
2009-05-16,141.548,12
2009-05-16,116.458,13
2009-05-16,226.662,14
2009-05-16,68.236,15
2009-05-16,68.398,16
2009-05-16,88.368,17
2009-05-16,97.996,18
2009-05-16,102.786,19
2009-05-16,114.996,20
2009-05-16,109.228,21
2009-05-16,121.96,22
2009-05-16,104.628,23
2009-05-17,73.312,0
2009-05-17,22.432000000000002,1
2009-05-17,26.152,2
2009-05-17,47.8,3
2009-05-17,21.072,4
2009-05-17,23.458,5
2009-05-17,19.704,6
2009-05-17,23.244,7
2009-05-17,52.48,8
2009-05-17,43.464,9
2009-05-17,225.768,10
2009-05-17,172.2,11
2009-05-17,92.666,12
2009-05-17,64.224,13
2009-05-17,86.818,14
2009-05-17,35.21,15
2009-05-17,29.823999999999998,16
2009-05-17,34.79,17
2009-05-17,34.718,18
2009-05-17,105.798,19
2009-05-17,111.312,20
2009-05-17,93.918,21
2009-05-17,73.246,22
2009-05-17,30.154,23
2009-05-18,21.002,0
2009-05-18,20.678,1
2009-05-18,35.124,2
2009-05-18,36.864,3
2009-05-18,18.656,4
2009-05-18,19.702,5
2009-05-18,57.864,6
2009-05-18,111.656,7
2009-05-18,87.99,8
2009-05-18,87.486,9
2009-05-18,81.754,10
2009-05-18,72.97,11
2009-05-18,20.39,12
2009-05-18,19.634,13
2009-05-18,18.366,14
2009-05-18,21.056,15
2009-05-18,22.402,16
2009-05-18,25.026,17
2009-05-18,26.268,18
2009-05-18,34.362,19
2009-05-18,149.196,20
2009-05-18,126.464,21
2009-05-18,69.506,22
2009-05-18,25.490000000000002,23
2009-05-19,35.692,0
2009-05-19,47.6,1
2009-05-19,21.656,2
2009-05-19,18.144,3
2009-05-19,23.9,4
2009-05-19,17.974,5
2009-05-19,49.12,6
2009-05-19,105.742,7
2009-05-19,94.742,8
2009-05-19,91.096,9
2009-05-19,84.91,10
2009-05-19,83.576,11
2009-05-19,75.88,12
2009-05-19,21.23,13
2009-05-19,21.23,14
2009-05-19,20.292,15
2009-05-19,20.964,16
2009-05-19,25.57,17
2009-05-19,123.708,18
2009-05-19,160.206,19
2009-05-19,129.762,20
2009-05-19,104.588,21
2009-05-19,137.384,22
2009-05-19,102.378,23
2009-05-20,37.578,0
2009-05-20,60.594,1
2009-05-20,23.198,2
2009-05-20,25.676000000000002,3
2009-05-20,20.054,4
2009-05-20,22.85,5
2009-05-20,49.03,6
2009-05-20,121.66799999999999,7
2009-05-20,88.31,8
2009-05-20,115.598,9
2009-05-20,92.172,10
2009-05-20,86.42,11
2009-05-20,58.467999999999996,12
2009-05-20,21.716,13
2009-05-20,27.394000000000002,14
2009-05-20,36.528,15
2009-05-20,29.278,16
2009-05-20,47.992,17
2009-05-20,50.328,18
2009-05-20,32.38,19
2009-05-20,42.75,20
2009-05-20,132.378,21
2009-05-20,56.786,22
2009-05-20,28.016,23
2009-05-21,23.976,0
2009-05-21,22.306,1
2009-05-21,32.996,2
2009-05-21,18.39,3
2009-05-21,23.3,4
2009-05-21,28.276,5
2009-05-21,56.78,6
2009-05-21,25.012,7
2009-05-21,24.714,8
2009-05-21,82.684,9
2009-05-21,75.22,10
2009-05-21,110.96,11
2009-05-21,171.59,12
2009-05-21,93.35,13
2009-05-21,92.21,14
2009-05-21,103.53399999999999,15
2009-05-21,97.49600000000001,16
2009-05-21,98.224,17
2009-05-21,87.506,18
2009-05-21,87.828,19
2009-05-21,70.814,20
2009-05-21,60.394,21
2009-05-21,59.708,22
2009-05-21,27.881999999999998,23
2009-05-22,55.492,0
2009-05-22,26.196,1
2009-05-22,20.878,2
2009-05-22,26.358,3
2009-05-22,22.598,4
2009-05-22,25.934,5
2009-05-22,48.528,6
2009-05-22,99.17999999999999,7
2009-05-22,93.968,8
2009-05-22,83.902,9
2009-05-22,22.983999999999998,10
2009-05-22,26.122,11
2009-05-22,73.448,12
2009-05-22,32.266,13
2009-05-22,30.376,14
2009-05-22,42.944,15
2009-05-22,86.866,16
2009-05-22,59.724000000000004,17
2009-05-22,21.706,18
2009-05-22,24.986,19
2009-05-22,21.07,20
2009-05-22,83.15,21
2009-05-22,27.452,22
2009-05-22,18.678,23
2009-05-23,22.872,0
2009-05-23,21.986,1
2009-05-23,18.562,2
2009-05-23,22.016000000000002,3
2009-05-23,18.69,4
2009-05-23,21.958,5
2009-05-23,79.056,6
2009-05-23,99.03999999999999,7
2009-05-23,95.182,8
2009-05-23,102.772,9
2009-05-23,89.948,10
2009-05-23,98.31400000000001,11
2009-05-23,98.712,12
2009-05-23,123.24,13
2009-05-23,53.95,14
2009-05-23,52.556,15
2009-05-23,27.43,16
2009-05-23,29.392,17
2009-05-23,97.012,18
2009-05-23,119.586,19
2009-05-23,96.146,20
2009-05-23,61.775999999999996,21
2009-05-23,31.528,22
2009-05-23,48.874,23
2009-05-24,78.718,0
2009-05-24,24.126,1
2009-05-24,20.834,2
2009-05-24,21.708000000000002,3
2009-05-24,22.134,4
2009-05-24,19.080000000000002,5
2009-05-24,21.918,6
2009-05-24,27.158,7
2009-05-24,30.67,8
2009-05-24,95.31,9
2009-05-24,53.17,10
2009-05-24,56.374,11
2009-05-24,79.11,12
2009-05-24,21.574,13
2009-05-24,32.47,14
2009-05-24,23.246,15
2009-05-24,67.46,16
2009-05-24,95.256,17
2009-05-24,153.478,18
2009-05-24,139.368,19
2009-05-24,95.178,20
2009-05-24,49.478,21
2009-05-24,33.56,22
2009-05-24,26.408,23
2009-05-25,23.16,0
2009-05-25,19.254,1
2009-05-25,22.56,2
2009-05-25,57.858,3
2009-05-25,22.238,4
2009-05-25,19.312,5
2009-05-25,23.33,6
2009-05-25,108.376,7
2009-05-25,87.56400000000001,8
2009-05-25,89.302,9
2009-05-25,83.656,10
2009-05-25,43.842,11
2009-05-25,51.14,12
2009-05-25,53.208,13
2009-05-25,26.176,14
2009-05-25,33.738,15
2009-05-25,68.914,16
2009-05-25,109.982,17
2009-05-25,94.146,18
2009-05-25,64.472,19
2009-05-25,45.312,20
2009-05-25,141.424,21
2009-05-25,39.848,22
2009-05-25,25.284,23
2009-05-26,19.874,0
2009-05-26,23.35,1
2009-05-26,23.526,2
2009-05-26,22.228,3
2009-05-26,22.196,4
2009-05-26,20.066,5
2009-05-26,45.891999999999996,6
2009-05-26,118.128,7
2009-05-26,97.686,8
2009-05-26,80.27,9
2009-05-26,80.142,10
2009-05-26,81.674,11
2009-05-26,79.152,12
2009-05-26,79.988,13
2009-05-26,57.366,14
2009-05-26,19.394,15
2009-05-26,20.669999999999998,16
2009-05-26,21.56,17
2009-05-26,24.054,18
2009-05-26,30.616,19
2009-05-26,34.106,20
2009-05-26,99.124,21
2009-05-26,115.222,22
2009-05-26,122.764,23
2009-05-27,59.536,0
2009-05-27,26.03,1
2009-05-27,21.056,2
2009-05-27,20.332,3
2009-05-27,20.866,4
2009-05-27,18.932000000000002,5
2009-05-27,55.25,6
2009-05-27,94.476,7
2009-05-27,84.284,8
2009-05-27,74.816,9
2009-05-27,106.892,10
2009-05-27,89.506,11
2009-05-27,92.41,12
2009-05-27,92.578,13
2009-05-27,65.086,14
2009-05-27,31.058,15
2009-05-27,97.432,16
2009-05-27,36.216,17
2009-05-27,30.312,18
2009-05-27,42.554,19
2009-05-27,65.222,20
2009-05-27,175.362,21
2009-05-27,111.364,22
2009-05-27,32.722,23
2009-05-28,26.162,0
2009-05-28,18.338,1
2009-05-28,25.504,2
2009-05-28,18.036,3
2009-05-28,20.726,4
2009-05-28,21.548,5
2009-05-28,69.96,6
2009-05-28,103.45,7
2009-05-28,83.968,8
2009-05-28,75.69200000000001,9
2009-05-28,78.942,10
2009-05-28,74.448,11
2009-05-28,19.768,12
2009-05-28,20.416,13
2009-05-28,18.054,14
2009-05-28,16.226,15
2009-05-28,22.114,16
2009-05-28,17.622,17
2009-05-28,23.428,18
2009-05-28,159.514,19
2009-05-28,69.124,20
2009-05-28,111.534,21
2009-05-28,66.518,22
2009-05-28,18.644,23
2009-05-29,22.624,0
2009-05-29,21.951999999999998,1
2009-05-29,22.246,2
2009-05-29,18.182000000000002,3
2009-05-29,22.61,4
2009-05-29,18.526,5
2009-05-29,85.676,6
2009-05-29,99.076,7
2009-05-29,88.538,8
2009-05-29,83.694,9
2009-05-29,87.608,10
2009-05-29,81.388,11
2009-05-29,51.412,12
2009-05-29,18.35,13
2009-05-29,29.65,14
2009-05-29,20.004,15
2009-05-29,28.444,16
2009-05-29,78.65599999999999,17
2009-05-29,39.62,18
2009-05-29,21.32,19
2009-05-29,40.324,20
2009-05-29,117.026,21
2009-05-29,108.81,22
2009-05-29,37.11,23
2009-05-30,23.82,0
2009-05-30,25.14,1
2009-05-30,32.198,2
2009-05-30,26.02,3
2009-05-30,27.622,4
2009-05-30,66.194,5
2009-05-30,24.094,6
2009-05-30,39.712,7
2009-05-30,109.268,8
2009-05-30,110.64,9
2009-05-30,51.082,10
2009-05-30,32.488,11
2009-05-30,73.346,12
2009-05-30,101.532,13
2009-05-30,77.806,14
2009-05-30,57.204,15
2009-05-30,102.572,16
2009-05-30,107.268,17
2009-05-30,110.218,18
2009-05-30,87.79,19
2009-05-30,99.638,20
2009-05-30,40.518,21
2009-05-30,117.032,22
2009-05-30,115.904,23
2009-05-31,63.13,0
2009-05-31,21.432,1
2009-05-31,16.93,2
2009-05-31,14.582,3
2009-05-31,18.268,4
2009-05-31,50.62,5
2009-05-31,16.946,6
2009-05-31,32.27,7
2009-05-31,17.664,8
2009-05-31,25.48,9
2009-05-31,76.298,10
2009-05-31,77.224,11
2009-05-31,24.406,12
2009-05-31,16.634,13
2009-05-31,14.762,14
2009-05-31,17.33,15
2009-05-31,13.69,16
2009-05-31,17.144,17
2009-05-31,18.28,18
2009-05-31,21.892,19
2009-05-31,68.292,20
2009-05-31,108.894,21
2009-05-31,124.208,22
2009-05-31,80.514,23
2009-06-01,19.814,0
2009-06-01,18.978,1
2009-06-01,60.373999999999995,2
2009-06-01,22.658,3
2009-06-01,19.498,4
2009-06-01,19.062,5
2009-06-01,86.678,6
2009-06-01,145.336,7
2009-06-01,110.114,8
2009-06-01,105.586,9
2009-06-01,105.63,10
2009-06-01,89.78,11
2009-06-01,84.85600000000001,12
2009-06-01,88.678,13
2009-06-01,88.19,14
2009-06-01,72.12,15
2009-06-01,20.332,16
2009-06-01,55.794,17
2009-06-01,88.6,18
2009-06-01,151.724,19
2009-06-01,103.648,20
2009-06-01,43.594,21
2009-06-01,26.944000000000003,22
2009-06-01,61.874,23
2009-06-02,20.676,0
2009-06-02,61.891999999999996,1
2009-06-02,20.637999999999998,2
2009-06-02,42.532,3
2009-06-02,39.684,4
2009-06-02,20.154,5
2009-06-02,127.082,6
2009-06-02,135.312,7
2009-06-02,151.51,8
2009-06-02,106.928,9
2009-06-02,133.892,10
2009-06-02,86.742,11
2009-06-02,43.39,12
2009-06-02,65.98,13
2009-06-02,23.204,14
2009-06-02,51.682,15
2009-06-02,73.49,16
2009-06-02,142.432,17
2009-06-02,173.718,18
2009-06-02,107.464,19
2009-06-02,91.21,20
2009-06-02,140.104,21
2009-06-02,103.652,22
2009-06-02,85.028,23
2009-06-03,22.56,0
2009-06-03,24.082,1
2009-06-03,21.384,2
2009-06-03,34.436,3
2009-06-03,61.012,4
2009-06-03,21.644,5
2009-06-03,75.888,6
2009-06-03,134.176,7
2009-06-03,96.308,8
2009-06-03,87.88,9
2009-06-03,85.92,10
2009-06-03,70.216,11
2009-06-03,45.71,12
2009-06-03,43.769999999999996,13
2009-06-03,86.588,14
2009-06-03,99.34,15
2009-06-03,95.888,16
2009-06-03,83.994,17
2009-06-03,72.802,18
2009-06-03,108.428,19
2009-06-03,202.54,20
2009-06-03,130.848,21
2009-06-03,57.822,22
2009-06-03,20.238,23
2009-06-04,22.506,0
2009-06-04,20.246,1
2009-06-04,22.544,2
2009-06-04,24.598,3
2009-06-04,49.652,4
2009-06-04,20.454,5
2009-06-04,53.014,6
2009-06-04,119.116,7
2009-06-04,89.116,8
2009-06-04,84.38,9
2009-06-04,84.096,10
2009-06-04,86.89,11
2009-06-04,84.4,12
2009-06-04,86.616,13
2009-06-04,66.544,14
2009-06-04,20.966,15
2009-06-04,21.268,16
2009-06-04,21.578,17
2009-06-04,22.872,18
2009-06-04,99.734,19
2009-06-04,128.574,20
2009-06-04,127.046,21
2009-06-04,53.302,22
2009-06-04,43.122,23
2009-06-05,27.72,0
2009-06-05,20.514,1
2009-06-05,26.556,2
2009-06-05,21.228,3
2009-06-05,25.036,4
2009-06-05,21.724,5
2009-06-05,56.08,6
2009-06-05,114.986,7
2009-06-05,87.964,8
2009-06-05,87.066,9
2009-06-05,87.354,10
2009-06-05,89.09,11
2009-06-05,71.078,12
2009-06-05,37.632,13
2009-06-05,43.492,14
2009-06-05,38.27,15
2009-06-05,25.964,16
2009-06-05,32.7,17
2009-06-05,80.306,18
2009-06-05,76.642,19
2009-06-05,37.182,20
2009-06-05,139.972,21
2009-06-05,78.782,22
2009-06-05,22.564,23
2009-06-06,26.398,0
2009-06-06,16.634,1
2009-06-06,22.974,2
2009-06-06,41.73,3
2009-06-06,40.484,4
2009-06-06,20.158,5
2009-06-06,28.072,6
2009-06-06,119.844,7
2009-06-06,86.334,8
2009-06-06,86.53,9
2009-06-06,36.95,10
2009-06-06,23.2,11
2009-06-06,28.842,12
2009-06-06,77.856,13
2009-06-06,123.922,14
2009-06-06,53.46,15
2009-06-06,22.654,16
2009-06-06,27.06,17
2009-06-06,60.228,18
2009-06-06,153.346,19
2009-06-06,142.2,20
2009-06-06,93.42,21
2009-06-06,83.804,22
2009-06-06,59.35,23
2009-06-07,20.532,0
2009-06-07,17.192,1
2009-06-07,19.772,2
2009-06-07,22.512,3
2009-06-07,17.291999999999998,4
2009-06-07,17.53,5
2009-06-07,46.856,6
2009-06-07,88.44,7
2009-06-07,85.538,8
2009-06-07,83.284,9
2009-06-07,16.934,10
2009-06-07,18.368,11
2009-06-07,16.612000000000002,12
2009-06-07,17.032,13
2009-06-07,18.934,14
2009-06-07,21.36,15
2009-06-07,17.544,16
2009-06-07,18.092,17
2009-06-07,21.946,18
2009-06-07,62.104,19
2009-06-07,40.272,20
2009-06-07,75.444,21
2009-06-07,105.27,22
2009-06-07,85.4,23
2009-06-08,16.312,0
2009-06-08,18.696,1
2009-06-08,16.448,2
2009-06-08,18.708,3
2009-06-08,69.822,4
2009-06-08,19.478,5
2009-06-08,18.428,6
2009-06-08,16.524,7
2009-06-08,19.058,8
2009-06-08,15.824,9
2009-06-08,15.496,10
2009-06-08,17.792,11
2009-06-08,15.654,12
2009-06-08,19.858,13
2009-06-08,16.806,14
2009-06-08,18.964,15
2009-06-08,63.676,16
2009-06-08,28.432,17
2009-06-08,16.666,18
2009-06-08,16.29,19
2009-06-08,19.38,20
2009-06-08,17.378,21
2009-06-08,17.694,22
2009-06-08,19.288,23
2009-06-09,24.814,0
2009-06-09,24.632,1
2009-06-09,43.166,2
2009-06-09,20.486,3
2009-06-09,18.41,4
2009-06-09,22.7,5
2009-06-09,17.51,6
2009-06-09,19.09,7
2009-06-09,31.184,8
2009-06-09,65.94800000000001,9
2009-06-09,70.03999999999999,10
2009-06-09,101.148,11
2009-06-09,120.048,12
2009-06-09,57.81,13
2009-06-09,42.746,14
